Year of Unloading,Month of Unloading,Date of Unloading,Commodity,Sub Commodity,Load Country,Load Port,Unload Country,Unload Port,Consignor,Consignee, Quantity , Quantity Unit ,Mode,Country,State/City,Company Name,Grade,Size,Prices
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1078.92,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4120.4,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,24688.53,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,20360.13,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,101341.15,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,34000,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,30360,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,13480,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3290,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2540,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4320,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2388.66,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,17661.7,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,27219.1,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,21858.4,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,11579.5,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4421.94,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,93314.64,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,117232.3,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,47788.04,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,23850,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,69790,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,44690,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,13460,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,178530,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,103320,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,5600,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2400,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,24005.859,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,116487,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,190530,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,44918,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,57514,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,49800,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,39900,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2020,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2460,MT,Production,India,Odisha,Others,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,228976,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,409772,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,73465,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,24909,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,50000,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3200000,MT,Production,India,Others,NMDC,-,-,-
2014,February,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3760000,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,39887.72,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3995.27,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4299.42,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1617,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,17464.773,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,326,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6743,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,155,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1428,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,517,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,258,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6574,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,65880,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,102101,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,60530,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,31220,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6740,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,141150,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,26050,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,51160,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,135,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,15,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,17984.766,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,19561.165,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,5145,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,58774.908,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,32304.975,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,58600,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,24400,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,352850,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,18000,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6900,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,22350,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,22710.11,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1437,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,11527,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6563.48,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1926.75,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,140492,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4958,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,15871,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,137981,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,44700,MT,Production,India,Odisha,Jindal Steel & Power,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,124788,MT,Production,India,Odisha,Jindal Steel & Power,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,7247,MT,Production,India,Odisha,KJS Ahluwalia,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3270,MT,Production,India,Odisha,KJS Ahluwalia,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,97838,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,26341,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6231,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,245890,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,41224,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,153801,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,27,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,63,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1327.5,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,442.5,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1220,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,730,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1250,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,8960,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,32300,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,10300,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4380,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,17840,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,70,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,160,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1600,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2660,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,770,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1140,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,141.532,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,407571.94,MT,Production,India,Odisha,Seerajudin,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,294937.44,MT,Production,India,Odisha,Seerajudin,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,420129.29,MT,Production,India,Odisha,Seerajudin,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,410,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,14084,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6036,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,47109,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,13590,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,32836,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,40513,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,33475,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6095,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,10510,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,9920,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3844,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,310,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,372,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1984,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2069.1,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2040,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,33941.12,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,14291.65,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,117364.74,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,100000,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,35000,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,29540,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,16680,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3440,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,5760,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6120,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,600,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,10151.4,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,13497.64,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,27872.8,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,6454.6,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,9276.3,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,649.7,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,67430.18,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,85012.78,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,30215.57,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,49730,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,64120,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,70620,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,60276,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2340,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,245698,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,44981,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2423,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1850,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,10049,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,461,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,37,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,136199,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,246621,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,69274,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,111254,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,56350,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,57050,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1700,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,560,MT,Production,India,Odisha,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,259724,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,642829,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,47444,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,18014,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1000,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,30000,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,3700000,MT,Production,India,-,Others,-,-,-
2014,March,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,4340000,MT,Production,India,-,Others,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,603808.157,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,235496,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,354296,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,96597,MT,Production,India,Odisha,Jindal Steel & Power,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,22300,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,690822,MT,Production,India,Odisha,KJS Ahluwalia,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,241861.23,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,562332.875,MT,Production,India,Odisha,Others,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1695165.84,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,598604,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,981504.87,MT,Production,India,Odisha,Seerajudin,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,611562,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2440000,MT,Production,India,Others,NMDC,-,-,-
2014,April,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2086378,MT,Production,India,Others,Others,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,229664.51,MT,Production,India,Odisha,A.M.T.C.,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,204713,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,309226,MT,Production,India,Odisha,Indrani Patnaik,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,125535,MT,Production,India,Odisha,Jindal Steel & Power,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,36200,MT,Production,India,Odisha,K.N.Ram,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,238794.14,MT,Production,India,Odisha,O.M.C.,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,496960.281,MT,Production,India,Odisha,Others,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,1360253.6,MT,Production,India,Odisha,Rungta Mines (Odisha),-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,357428,MT,Production,India,Odisha,SAIL (Odisha),-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,451334.11,MT,Production,India,Odisha,Seerajudin,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,424752.04,MT,Production,India,Odisha,Tata Steel (Odisha),-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,2500000,MT,Production,India,Others,NMDC,-,-,-
2014,May,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,7165000,MT,Production,India,Others,Others,-,-,-
2014,June,-,Iron Ore,Fines/Lumps,-,-,-,-,-,-,159341,MT,Production,India,Odisha,Essel Mining & Industries,-,-,-
