Year of Unloading,Month of Unloading,Date of Unloading,Commodity,Sub Commodity,Load Country,Load Port,Unload Country,Unload Port,Consignor,Consignee, Quantity , Quantity Unit ,Mode,Country,State/City,Company Name,Grade,Size,Prices
2014,January,1/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 54,485 ",MT,Export,India,-,-,-,-,-
2014,January,1/2/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Royal Line Resources,-," 58,400 ",MT,Export,India,-,-,-,-,-
2014,January,1/2/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 76,644 ",MT,Export,India,-,-,-,-,-
2014,January,1/3/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,076 ",MT,Export,India,-,-,-,-,-
2014,January,1/4/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kalinga Allied Industries,-," 44,100 ",MT,Export,India,-,-,-,-,-
2014,January,1/5/2014,Iron Ore,Fines/Lumps,India,Kakinada,China,-,Rungta Mines,-," 60,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/6/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kalinga Allied Industries,-," 36,600 ",MT,Export,India,-,-,-,-,-
2014,January,1/8/2014,Iron Ore,Fines/Lumps,India,Redi,China,-,Samruddha,-," 51,600 ",MT,Export,India,-,-,-,-,-
2014,January,1/8/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/8/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 56,363 ",MT,Export,India,-,-,-,-,-
2014,January,1/8/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Essar Steel India,-," 21,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/9/2014,Iron Ore,Fines/Lumps,India,Dhamra,China,-,Bagadiya Brothers,-," 72,582 ",MT,Export,India,-,-,-,-,-
2014,January,1/10/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 78,210 ",MT,Export,India,-,-,-,-,-
2014,January,1/11/2014,Iron Ore,Fines/Lumps,India,Redi,China,-,Samruddha,-," 56,500 ",MT,Export,India,-,-,-,-,-
2014,January,1/11/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Rungta Mines,-," 33,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/12/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Sparsh Baldev,-," 19,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/13/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,LG Minerals,-," 51,492 ",MT,Export,India,-,-,-,-,-
2014,January,1/15/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 56,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Maa Samelaswari,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/17/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Chamong Tea,-," 20,710 ",MT,Export,India,-,-,-,-,-
2014,January,1/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 37,100 ",MT,Export,India,-,-,-,-,-
2014,January,1/18/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Ardent Steel,-," 50,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/20/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 54,700 ",MT,Export,India,-,-,-,-,-
2014,January,1/21/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 35,500 ",MT,Export,India,-,-,-,-,-
2014,January,1/23/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Lords Bluetech,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/24/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Essel Mining,-," 16,200 ",MT,Export,India,-,-,-,-,-
2014,January,1/28/2014,Iron Ore,Fines/Lumps,India,Gangavaram,China,-,Rungta Mines,-," 54,000 ",MT,Export,India,-,-,-,-,-
2014,January,1/29/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Essel Mining,-," 22,300 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Samaleswari Ferro Metals,-," 12,500 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 79,830 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Fortune Associates,-," 12,500 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Brahmani River Pellets,-," 54,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 25,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Aloha Minerals,-," 38,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/4/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 68,800 ",MT,Export,India,-,-,-,-,-
2014,February,2/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Chamong Tea,-," 10,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Auro Minerals,-," 10,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/6/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Altrade,-," 51,750 ",MT,Export,India,-,-,-,-,-
2014,February,2/7/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,500 ",MT,Export,India,-,-,-,-,-
2014,February,2/9/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kalinga Allied Industries,-," 54,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/12/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/12/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Altrade,-," 13,800 ",MT,Export,India,-,-,-,-,-
2014,February,2/13/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 56,900 ",MT,Export,India,-,-,-,-,-
2014,February,2/21/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 140,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/22/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/22/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/23/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/23/2014,Iron Ore,Pellet/Concentrate,India,Gangavaram,Oman,-,Jindal Steel & Power,-," 52,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/24/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kalinga Allied Industries,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/25/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/26/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/26/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/27/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,February,2/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 36,400 ",MT,Export,India,-,-,-,-,-
2014,February,2/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Global Resource,-," 27,500 ",MT,Export,India,-,-,-,-,-
2014,February,2/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Shark Mines & Minerals,-," 27,500 ",MT,Export,India,-,-,-,-,-
2014,March,3/1/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Steer Overseas,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Spong,-," 18,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Bagadiya Brothers,-," 22,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Auro Minerals,-," 14,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/3/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Rungta Mines,-," 31,400 ",MT,Export,India,-,-,-,-,-
2014,March,3/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Steer Overseas,-," 25,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 24,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/5/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/8/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 55,350 ",MT,Export,India,-,-,-,-,-
2014,March,3/9/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 46,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/10/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 17,300 ",MT,Export,India,-,-,-,-,-
2014,March,3/11/2014,Iron Ore,Fines/Lumps,India,Dhamra,China,-,Rungta Mines,-," 26,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/12/2014,Iron Ore,Fines/Lumps,India,Dhamra,China,-,Bagadiya Brothers,-," 79,300 ",MT,Export,India,-,-,-,-,-
2014,March,3/13/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/15/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 75,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/15/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Chowgule & Company,-," 43,500 ",MT,Export,India,-,-,-,-,-
2014,March,3/16/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Sree Binni,-," 45,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/16/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/16/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Kalinga Allied Industries,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SINO Steel,-," 11,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 3,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kalinga Allied Industries,-," 21,374 ",MT,Export,India,-,-,-,-,-
2014,March,3/20/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 82,500 ",MT,Export,India,-,-,-,-,-
2014,March,3/20/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/21/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/21/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Bagadiya Brothers,-," 71,600 ",MT,Export,India,-,-,-,-,-
2014,March,3/22/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,VSP Exports,-," 22,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/22/2014,Iron Ore,Pellet/Concentrate,India,Gangavaram,Oman,-,Jindal Steel & Power,-," 90,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/22/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Core Minerals,-," 19,500 ",MT,Export,India,-,-,-,-,-
2014,March,3/23/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/23/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Maa Samelaswari,-," 38,300 ",MT,Export,India,-,-,-,-,-
2014,March,3/24/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/24/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/24/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Chamong Tea,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,March,3/26/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Brahmani River Pellets,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Core Minerals,-," 22,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/2/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/2/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/3/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 77,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 19,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,SDPPL,-," 8,250 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Good Luck,-," 8,250 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Global Resource,-," 24,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Shark Mines & Minerals,-," 24,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/4/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Gimpex Ltd,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/7/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Tuf Metallurgical,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/7/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/7/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 75,800 ",MT,Export,India,-,-,-,-,-
2014,April,4/7/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Jagwani,-," 22,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/7/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 7,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/8/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 39,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/9/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Rungta Mines,-," 36,450 ",MT,Export,India,-,-,-,-,-
2014,April,4/10/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Rungta Mines,-," 20,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/13/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,BTM Exports,-," 56,700 ",MT,Export,India,-,-,-,-,-
2014,April,4/14/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,SM Niryat,-," 22,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/14/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,SDPPL,-," 5,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/14/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Good Luck,-," 5,500 ",MT,Export,India,-,-,-,-,-
2014,April,4/16/2014,Iron Ore,Fines/Lumps,India,Dhamra,China,-,Rungta Mines,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/18/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 35,680 ",MT,Export,India,-,-,-,-,-
2014,April,4/19/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/20/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Shaping Dream,-," 23,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/20/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Disha,-," 22,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/20/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Brahmani River Pellets,-," 50,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/21/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/24/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,SM Niryat,-," 33,700 ",MT,Export,India,-,-,-,-,-
2014,April,4/25/2014,Iron Ore,Pellet/Concentrate,India,Haldia,China,-,Netincon,-," 21,000 ",MT,Export,India,-,-,-,-,-
2014,April,4/25/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Jagwani,-," 21,042 ",MT,Export,India,-,-,-,-,-
2014,April,4/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 54,140 ",MT,Export,India,-,-,-,-,-
2014,May,5/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/3/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Spong,-," 26,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/3/2014,Iron Ore,Fines/Lumps,India,Panaji,China,-,Royal Line Resources,-," 110,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/3/2014,Iron Ore,Pellet/Concentrate,India,Paradeep,China,-,Brahmani River Pellets,-," 52,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/3/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Bagadiya Brothers,-," 23,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/3/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 33,080 ",MT,Export,India,-,-,-,-,-
2014,May,5/4/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Royal Line Resources,-," 30,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/6/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 77,100 ",MT,Export,India,-,-,-,-,-
2014,May,5/10/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,EMARS,-," 10,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/16/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/17/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Rungta Mines,-," 56,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/18/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Ghanashyam Mishra & Sons,-," 16,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/21/2014,Iron Ore,Fines/Lumps,India,Panaji,China,-,Royal Line Resources,-," 84,000 ",MT,Export,India,-,-,-,-,-
2014,May,5/28/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,June,6/1/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Bagadiya Brothers,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,June,6/1/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Bagadiya Brothers,-," 42,600 ",MT,Export,India,-,-,-,-,-
2014,June,6/4/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 78,250 ",MT,Export,India,-,-,-,-,-
2014,June,6/8/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Durga Mining Corp,-," 38,000 ",MT,Export,India,-,-,-,-,-
2014,June,6/12/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,June,6/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Jagwani,-," 5,600 ",MT,Export,India,-,-,-,-,-
2014,June,6/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Essel Mining,-," 4,050 ",MT,Export,India,-,-,-,-,-
2014,June,6/28/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 18,000 ",MT,Export,India,-,-,-,-,-
2014,June,6/30/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Gimpex Ltd,-," 15,000 ",MT,Export,India,-,-,-,-,-
2014,July,7/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,July,7/5/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 77,000 ",MT,Export,India,-,-,-,-,-
2014,July,7/25/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 75,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/2/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kashvi Power & Steel,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/8/2014,Iron Ore,Fines/Lumps,India,Gangavaram,China,-,Bagadiya Brothers,-," 22,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/10/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,Japan,-,NMDC,-," 77,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/15/2014,Iron Ore,Fines/Lumps,India,Dhamra,China,-,Bagadiya Brothers,-," 41,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/17/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,China,-,Progressive Mines,-," 35,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/18/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Yazdani International,-," 20,500 ",MT,Export,India,-,-,-,-,-
2014,August,8/18/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Kk Resources,-," 20,500 ",MT,Export,India,-,-,-,-,-
2014,August,8/18/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 4,735 ",MT,Export,India,-,-,-,-,-
2014,August,8/18/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Aliza International,-," 20,500 ",MT,Export,India,-,-,-,-,-
2014,August,8/23/2014,Iron Ore,Pellet/Concentrate,India,Mangalore,China,-,Kudremukh Iron Ore Company,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/25/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,August,8/30/2014,Iron Ore,Fines/Lumps,India,Haldia,China,-,Chamong Tea,-," 24,000 ",MT,Export,India,-,-,-,-,-
2014,September,9/1/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,September,9/13/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Jagwani,-," 9,500 ",MT,Export,India,-,-,-,-,-
2014,September,9/13/2014,Iron Ore,Fines/Lumps,India,Paradeep,China,-,Bagadiya Brothers,-," 28,000 ",MT,Export,India,-,-,-,-,-
2014,September,9/24/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 75,000 ",MT,Export,India,-,-,-,-,-
2014,September,9/28/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,October,10/5/2014,Iron Ore,Fines/Lumps,India,Kandla,China,-,Bagadiya Brothers,-," 19,000 ",MT,Export,India,-,-,-,-,-
2014,October,10/8/2014,Iron Ore,Pellet/Concentrate,India,Mangalore,Iran,-,Kudremukh Iron Ore Company,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,October,10/10/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 68,000 ",MT,Export,India,-,-,-,-,-
2014,October,10/26/2014,Iron Ore,Fines/Lumps,India,Mormugao,China,-,Bagadiya Brothers,-," 25,000 ",MT,Export,India,-,-,-,-,-
2014,November,11/3/2014,Iron Ore,Fines/Lumps,India,Vishakhapatnam,South Korea,-,NMDC,-," 70,000 ",MT,Export,India,-,-,-,-,-
2014,November,11/16/2014,Iron Ore,Pellet/Concentrate,India,Vishakhapatnam,Iran,-,Kredence Multi Trading,-," 55,000 ",MT,Export,India,-,-,-,-,-
2014,November,11/17/2014,Iron Ore,Pellet/Concentrate,India,Vishakhapatnam,Iran,-,Essar Steel India,-," 54,000 ",MT,Export,India,-,-,-,-,-
2014,November,11/26/2014,Iron Ore,Pellet/Concentrate,India,Vishakhapatnam,Iran,-,Essar Steel India,-," 50,000 ",MT,Export,India,-,-,-,-,-
2014,December,12/3/2014,Iron Ore,Pellet/Concentrate,India,Vishakhapatnam,Iran,-,Essar Steel India,-," 52,000 ",MT,Export,India,-,-,-,-,-
