4021.4384585618973,
3951.831178367138,
3836.315312981606,
3761.630450934172,
3677.6813432574277,
3549.274712428451,
3479.647554084659,
3371.4982565492396,
3242.1231228858237,
3153.059204667807,
3113.54178711772,
3028.152756020427,
2975.8226290345197,
2939.848577231169,
3214.9550482630734,
3156.7313928157096,
3102.453014440835,
3125.771561264992,
3170.1009903103118,
3158.257447741926,
3047.0456300303345,
3035.305269621313,
3086.514658853412,
3182.6641090214257,
3133.663529157639,
3187.7248544245963,
3173.5299924388532,
3134.580494463444,
3106.0334375128155,
3222.7498102933173,
3373.806649446488,
3342.8628832101826,
3236.73344552517,
3094.4856680929665,
2994.9163087643688,
2934.6112740226095,
2907.544036023319,
2840.4915478080516,
2858.590859547258,
2889.6787423640494,
2924.6648415923123,
3030.0122411921625,
3086.954912729562,
3121.737496554852,
3205.969096720219,
3279.7189574688678,
3365.9519102424388,
3382.8778542578225,
3462.469491735101,
3558.6932279169564,
3611.6107456386094,
3684.400757402182,
3791.264230012894,
3895.403110980988,
3966.001556813717,
3966.5637999773026,
3929.020316898823,
3892.4748539924626,
3968.7910094857216,
4012.1173202991486,
4048.7510353326797,
4055.9740006923676,
4050.560460984707,
4174.766504764557,
4228.980557620525,
4409.624779224396,
4483.7337747216225,
4497.396917641163,
4505.367541313171,
4484.278367459774,
4535.028995573521,
4708.8380470871925,
4739.29805457592,
4847.866164147854,
4859.827668964863,
5025.687003135681,
5055.612699687481,
4954.685167968273,
4909.201221168041,
4797.458948194981,
4582.277642190456,
4394.826525449753,
4224.903309345245,
4001.679064333439,
3859.613703191281,
3873.37006777525,
3930.5060371756554,
3895.7766830921178,
3975.3412023186684,
4073.511326313019,
4133.617536723614,
4125.57408362627,
4165.747994184494,
4238.1349593400955,
4308.720895648003,
4415.655227005482,
4496.268318593502,
4671.769754588604,
4993.466065824032,
5160.167993605137,
5337.55853921175,
5451.689103245735,
5337.223352491856,
5284.288012981415,
5131.0439348220825,
4979.603627324104,
4850.669325888157,
4926.190355420113,
4922.413849830627,
4979.449914395809,
5062.0838940143585,
5144.268387556076,
5454.383791983128,
5671.339908242226,
5985.4341983795175,
6276.091808080674,
6667.597436904908,
6590.422922372819,
6409.333670139314,
6229.026862978936,
6043.090084195138,
5945.155584812165,
5797.988051176072,
5679.947318136692,
5629.957200586796,
5575.49467086792,
5595.419430732727,
5489.550979435444,
5241.630704700947,
5205.29310554266,
5301.965856552124,
5380.78665882349,
5499.447555840015,
5534.533002972603,
5600.635559856892,
5634.78502035141,
5698.114232718945,
5881.981456279756,
6137.943470478059,
6306.967028975488,
6475.399726629258,
6601.431304216386,
6755.685740709306,
6741.635316610337,
6700.578713417054,
6722.942316532136,
6722.145819664002,
6883.117699623109,
7289.915108680726,
7822.1114218235025,
8088.716128468514,
8575.306141376495,
8736.289674043655,
8571.11699283123,
8332.090818881989,
8197.951012849808,
8113.618993759156,
7992.425346374513,
7691.88384115696,
7518.166983127595,
7326.872014999391,
7153.375530242921,
6788.113170862199,
6411.895209550858,
6271.491044759751,
6026.348912715913,
5769.247160851956,
5570.391470193863,
5169.733153283596,
4978.452065587044,
4781.695404648781,
5085.561016201973,
5533.089266717434,
5959.931904077531,
6369.462215900422,
6253.083193302155,
6004.118287563325,
5685.497777163982,
5423.474641144276,
4000.0000000000005 4021.4384585618973
Train Score: 155.75 RMSE
