4234.182344667087,
4278.371833492175,
4278.371833492175,
4267.038500158841,
4267.038500158841,
4267.038500158841,
4267.038500158841,
4267.038500158841,
4263.450511400288,
4278.371833492175,
4287.248619206461,
4252.585001845244,
4252.585001845244,
4245.923561289151,
4206.301530229231,
4159.139780647123,
4130.05820214498,
4053.8895190105895,
4130.05820214498,
3704.7221628495427,
3612.81314720625,
3507.3920910704787,
3056.9777067695422,
3034.9777067695422,
3013.3027067695425,
3019.1774841795996,
3019.1774841795996,
3013.3027067695425,
3093.756925798245,
3069.0910644926626,
3069.0910644926626,
3063.216287082606,
3063.216287082606,
3100.9988612821157,
3063.216287082606,
3058.3344689007877,
3058.3344689007877,
3064.2092463108443,
3064.2092463108443,
3064.2092463108443,
3064.2092463108443,
3064.2092463108443,
3064.2092463108443,
3064.2092463108443,
3149.9244163152816,
3141.052392505758,
3060.792579644178,
3056.7092463108447,
3008.020632177468,
3008.020632177468,
3004.460632177468,
3004.460632177468,
3004.460632177468,
3010.335409587525,
3004.460632177468,
3004.460632177468,
3042.2432063769784,
3004.460632177468,
3004.460632177468,
3036.2097863128065,
3063.5282520040923,
3243.8309316959985,
3426.4618706194597,
3506.434126984126,
3503.3769841269836,
3492.529312131356,
3744.6332874748314,
3968.0412964623188,
3953.1199743704324,
3970.868219539242,
3970.868219539242,
3974.701552872575,
3966.8323141140218,
4003.6027523675248,
4003.6027523675248,
4003.6027523675248,
4022.662276177049,
4027.3150281592366,
4022.662276177049,
4430.517762216119,
4430.517762216119,
4457.187990136347,
4457.187990136347,
4448.591836290194,
4490.943699938879,
4517.561282356462,
4503.777949023128,
4577.364771228699,
4600.134080171788,
4660.469508345148,
4697.246492472132,
4683.3670052926445,
4683.363159138798,
4656.713327488967,
4628.0449919452,
4534.960866702627,
4252.702397283233,
4147.232341452332,
4138.636187606178,
4123.714865514292,
4138.636187606178,
4040.846355101121,
4027.1469226965796,
4027.1469226965796,
4063.8699499202803,
4156.33891233183,
4106.892388874708,
4100.2450398035,
4100.2450398035,
4100.2450398035,
4219.191847705744,
4177.463625289463,
4850.761384670131,
5003.184814447381,
5066.877589091111,
5066.877589091111,
5074.081292794815,
5074.081292794815,
5058.425814355127,
5058.425814355127,
4985.1959255584925,
5045.480759410072,
5051.457674107575,
5086.859564030517,
5106.00014526301,
5106.00014526301,
5179.975562424825,
5306.067882478653,
5311.967882478652,
5317.110739621509,
6254.107147917262,
6257.304291075599,
6078.77841157659,
6244.1814232795805,
5963.266750576734,
5804.545668106289,
5793.857302816331,
5712.518699486673,
5899.633559704168,
5787.637831206346,
5809.026583630393,
5782.315189761105,
5421.722515130384,
5195.305191627305,
5195.682642607697,
5195.682642607697,
5195.682642607697,
5341.578180705067,
5283.768474784735,
5344.308464169552,
4987.77101085785,
5371.373357585888,
6159.516147164703,
6209.091016937175,
6209.091016937175,
6220.771926028084,
6351.345313941623,
6363.173519069828,
6373.509882706192,
6350.158813187475,
6347.993383029398,
6619.809015524269,
6856.790114917761,
6984.045073581388,
7298.581520467837,
8249.367710944025,
8400.788888888888,
8333.577777777778,
8371.070634920632,
8027.252380952382,
8005.730158730159,
7986.585714285715,
7604.010317460319,
7497.390079365082,
7304.391774891777,
6945.16523329938,
6492.5130060447755,
6215.522602589277,
5983.248549024444,
5945.879641227234,
5895.328251440551,
5863.76960482401,
5743.090850949596,
5727.389347190198,
5124.500402647382,
5115.569561296349,
5124.500402647382,
5168.66209923966,
6133.86081120773,
6166.875517090083,
6138.159307448332,
6061.701279423225,
5346.379383031914,
5320.659602812133,
5304.504214340955,
